,,SURVIVED,
1481308957,SjimFlWXvmBquBiy,SURVIVED,KrankyNUgoi
1481309161,ERsyZoMVKhaySMMt,DECEASED,MadDragon777
1481309850,BUiFbBJhgAoPMNOj,DECEASED,SrKashan
1481310593,gpioGTWFiwLzfYEC,DECEASED,jack
1481311423,CEfpgnrUTbCfxHEe,DECEASED,SNEKIN
1481311559,rkJpqtQVZZMhsfMY,SURVIVED,mostafa_alex
1481311886,wrvidKcrFTxHMXOx,DECEASED,SNEKIN
1481312074,aQKCgPkOjrtZxqye,DECEASED,PicayuneASBO74
1481312246,PpGqFQJOBIzSpeby,DECEASED,xMassFsN
1481312353,CXVUdeqZRqPHuHEi,SURVIVED,xwarriorx
1481312607,pxvkKTiVnuLtLZPF,DECEASED,SNEKIN
1481312792,RoYaTuXvipdcbpNp,DECEASED,SNEKIN
1481313267,fKmUKxYLQFhPqGSR,DECEASED,DavidSRB
1481313737,YfytBLlRheerUfyY,DECEASED,Alexandra
1481313873,yhrjceZgpbXSJkgm,DECEASED,Leonardo
1481314067,fbzpfSCDPaVNWqKS,DECEASED,TuTosJP
1481314172,iKbiIRrWMabDWNli,DECEASED,StrongPluto65
1481314292,FhpBChnNPsfEuObX,DECEASED,SNEKIN
1481314424,XSVafJGqUpIgqKlC,DECEASED,Snowy
1481314556,WDehoohlfkEVESMI,DECEASED,Snowy
1481314717,gDsaNESPvOKoFSVa,DECEASED,SNEKIN
1481314781,oIYKXvmNlZnrWdwO,DECEASED,TuTosJP
1481314899,hypugMHeXZOZLQte,DECEASED,_SkyWarsBoy_
1481315545,XNwXIpxTLlbHgGAT,SURVIVED,Eslam.Mohamed10055
1481315866,bYYkKsPFMIWHvZDP,DECEASED,Bizarre
1481315957,ywgzqrffFPeKkldr,SURVIVED,SrKashan
1481316439,zvYfpUebZULOzGxj,DECEASED,Bizarre
1481316692,bkzdiwtiMTvflUqm,DECEASED,SNEKIN
1481317572,XWrmjqGSuOuzFyLk,DECEASED,xMassFsN
1481317689,bdSOnXBlclwkgQOE,DECEASED,SNEKIN
1481318602,zFwmEKNBvPLvciYe,DECEASED,Leonardo
1481318667,wpjXvAIGZgaWdhZZ,SURVIVED,Leonardo
1481318742,dyQxAqHbYgzKSUar,DECEASED,JSV
1481319011,DIqhdKcnWIpzlqSO,DECEASED,JSV
1481319099,OGaqwaPoDjvQHemV,DECEASED,RhogarStorm
1481320012,zcxzlXknjgVWZEks,SURVIVED,[IDO.CL]Olezhka
1481320169,WauZUlgtDtTZRDSI,DECEASED,Josef_mengle
1481320282,YiVXNREXKZXTmTLj,DECEASED,LOLA
1481320468,ZtACaQwTbCXcjIlJ,DECEASED,xMassFsN
1481320635,eskxoPzYYuHRbjPD,DECEASED,Spanish
1481321559,HGmeGdEvaPvxgWPr,SURVIVED,HurriedClavier45
1481322461,UaGDwUWZCRFgipmc,SURVIVED,Eslam.Mohamed10055
1481322832,vDjFhfTSfdkFYgWx,DECEASED,JSV
1481323596,EpdwsIukrSiWYGUJ,DECEASED,JSV
1481323775,mdeymjTxKZXCbOQz,DECEASED,JSV
1481324574,CirwlGoJmEBCPhqJ,SURVIVED,WealthyBuggy84
1481325012,pDuxOIrUSHCGwgGG,DECEASED,InsidiousRhino42
1481325626,aAcqUlptkhKcTWgx,SURVIVED,WomanlyBassoon35
1481326725,FHBOuyMSpxJWhuwp,DECEASED,WomanlyBassoon35
1481327188,cUBpkLUuyRJXANuH,SURVIVED,HurriedClavier45
1481328528,QZPYjuEFJpqHwtFQ,SURVIVED,^TNT|Gabriel
1481328797,bbMSEwSWawRjoPcH,DECEASED,Master9000
1481329989,fRmYwjvfQfJHhSaT,DECEASED,TheGamerFFT
1481330578,AeJuIvroywuRbhZN,SURVIVED,TuTosJP
1481330922,nKjuDxyJeaNExtoO,DECEASED,TheGamerFFT
1481331565,pktuWAzodpsKDqil,SURVIVED,TuTosJP
1481331797,wcJyyKoarwAoZATJ,DECEASED,TuTosJP
1481331914,PgxNRgbzYraYwqcg,SURVIVED,David82#eX
1481332509,vokfOSPHlypmdhTd,DECEASED,[D]eath[S]peed
1481332931,bedOmJngVxGSgcKV,DECEASED,[D]eath[S]peed
1481333650,hGstjqSVtfSHWodj,DECEASED,Thekill036YT
1481334371,VtbJMmnYQQIeYuAV,SURVIVED,[D]eath[S]peed
1481334636,jouFMsOCALwLsGgL,DECEASED,[D]eath[S]peed
1481334878,KxINUfsXRbLcGzYH,SURVIVED,SordidAneroid22
1481335501,rtMZfSKnvJulCZJR,DECEASED,{AGZ}Sr.PandaCraft
1481335788,eApXdviMYfNcphuy,DECEASED,{AGZ}Sr.PandaCraft
1481335955,CbmlEDfsPHthVtpz,DECEASED,{AGZ}Sr.PandaCraft
1481336407,AJagTwgtAvQZNbsR,DECEASED,SordidAneroid22
1481337276,yremKKZAvhlTolrJ,SURVIVED,RaggedCashier77
1481337945,pSkpKtouQDNnxFxp,SURVIVED,RaggedCashier77
1481339404,GJifrTQcBeGXJvme,DECEASED,HurriedClavier45
1481340066,BIOgSyixEpPPOagd,DECEASED,HurriedClavier45
1481343215,DVlMlFbWSjYYiblS,SURVIVED,lBTlanto
1481344014,ElFvNgmBaxiFuMzH,DECEASED,"|BT|/\/\"
1481344251,IeHaGDXjlxaYankz,DECEASED,~Keita<3
1481344528,dYnnouGWjNpXymFw,DECEASED,DampMagpie77
1481344682,BWfUFokNuYkGoHTi,DECEASED,SamCruz0511
1481344850,XHgApgQaIyBDvEtf,SURVIVED,SamCruz0511
1481345642,tCevQtybTYVLCBUw,DECEASED,SamCruz0511
1481345775,wJKaCrSvRlxsBXXy,SURVIVED,~Keita<3
1481345889,LdDoEnCCoDkcoIQT,DECEASED,~Keita<3
1481346762,xMnRbBMydppAkQvm,SURVIVED,GlisteningIcecream36
1481347377,vVPCdVsPTSrPSuaH,DECEASED,carsonchan3250
1481347558,lrvAdKPnXxcmYYLa,DECEASED,pika333
1481348473,nMCkzxCEhUkWUzjt,SURVIVED,~Keita<3
1481349349,BOIYGjMogpbttZdA,DECEASED,#Martin
1481349513,wWwOkeIOmqsHZMol,SURVIVED,pika333
1481349747,pjHlwlrPDxDBLSYV,DECEASED,~Keita<3
1481349959,kPOxSIMtMbITgLzs,DECEASED,~Keita<3
1481350184,pbnissGGIZfrzTkn,SURVIVED,#Martin
1481350429,yfyZtHEfMxsggTIe,DECEASED,~Keita<3
1481351319,nWUSnlqjATOGXPSe,SURVIVED,#Martin
1481352007,WupSlvfwbqQspVGN,SURVIVED,00(TIGER)
1481353122,LGZQQBZWSrJELJgA,SURVIVED,arslan
1481353845,DdrSeLmzSEqjOLLK,DECEASED,BeneficialKnife98
1481354005,nbyrOStRGFuSWnpQ,DECEASED,Nikolaykz
1481354847,SOfbtGlFINCMyYdF,DECEASED,gamefromgeorgia
1481355294,qygRtvOnuIFjdoGZ,SURVIVED,GlisteningIcecream36
1481356197,oprexpVGEERHLQYz,SURVIVED,BeneficialKnife98
1481356592,dEePwIWPhtqgJUtK,DECEASED,00(TIGER)
1481356759,pBFglCDZahODDHrL,DECEASED,gamefromgeorgia
1481356864,RUXZYfAqTPJHwacj,DECEASED,BeneficialKnife98
1481356997,ZaXSsFcQpGcrzghu,DECEASED,gamefromgeorgia
1481357219,yIdjPcIeOjtMeXKY,DECEASED,gamefromgeorgia
1481357315,bheWFhsyZJcwlzHc,DECEASED,Yt_Alex_Yt
1481357513,jNYrinxHimXNIdHz,DECEASED,[W]HarleyQuinn
1481357929,WHnPCObsvmVfWdaY,DECEASED,[W]HarleyQuinn
1481358827,EppkVQsFCMppOdyQ,SURVIVED,SUPFUNBG
1481359545,wkpOKYcZjlSwHoSe,DECEASED,gamefromgeorgia
1481360462,rTNZXFgYKVuzbfeM,DECEASED,[W]HarleyQuinn
1481360701,IvOpwjadfbODWRLo,DECEASED,[W]HarleyQuinn
1481360871,qhzbRymqFqAvSJNe,SURVIVED,SUPFUNBG
1481361615,aWCpouyDwiHGHlcl,SURVIVED,MomentousOmelet44
1481362229,qljLGufMlGcqaYgJ,DECEASED,00(TIGER)
1481362926,WhHAQIQsONtPEYWJ,DECEASED,00(TIGER)
1481363524,FviArfDYdLYXRlJm,DECEASED,FewGreenBG774
1481364061,jGNnUorDEgjorukM,DECEASED,smoug12
1481364239,OkMAvhrhztQmabEB,DECEASED,MomentousOmelet44
1481364358,lqrGjyJwZFEGnjee,DECEASED,FioleG
1481364481,gdZnFaJOAwdonRwO,DECEASED,StrongPluto65
1481364683,atAXxIUedyMRWnJA,DECEASED,CheapAbdomen17
1481365127,SqtgdAuxDnPJSDjk,DECEASED,smoug12
1481365245,vzXHiQIlLbzPSetj,DECEASED,**DRIFT_KING**
1481365410,taTqhLteFRwhYPKb,DECEASED,StrongPluto65
1481365734,lClzBHsMkzKKTCPC,DECEASED,[SPB]Ariana
1481365864,dLtofjiidlnqhqfM,DECEASED,FioleG
1481365920,seHNGlvAaDnPttZc,DECEASED,**DRIFT_KING**
1481365977,hDjlYSlsswjnwDDb,DECEASED,SzaSzlyk1337
1481366029,WwDIaeLLEXDPMpYt,SURVIVED,FioleG
1481366173,LXlHdXXtHszxEhAv,DECEASED,StrongPluto65
1481366434,oFEhwVmbpgTTkNdL,DECEASED,kozasmenia
1481367311,PSAuewhbOrbcvjfC,SURVIVED,NaMaIkAtI;)
1481368265,EGoYrDOqBTAfLsjA,SURVIVED,NaMaIkAtI;)
1481368419,dvfRrnswAhLATmtI,DECEASED,**DRIFT_KING**
1481368797,HkcxlAlpRTUrMQAP,DECEASED,Frank
1481368914,zbJIzGPIigSVqtuj,DECEASED,ThinkableConductor65
1481369050,YKbeajaXicYXxoXj,DECEASED,Dog
1481369203,koeFPpquXPbMYZhx,DECEASED,Dog
1481369345,zzefWLhHmDCQyWWG,DECEASED,Dog
1481369491,nkPpYgCqQPLdyNEa,SURVIVED,**DRIFT_KING**
1481370413,bcOOYilJgXpAznVS,SURVIVED,Frank
1481370682,GjBaxcGZWdOPquMQ,DECEASED,RedMonkeycap69
1481371529,FHWqeHEEEiSatIUN,SURVIVED,CheapAbdomen17
1481372048,DahuTWoZSxFKynUI,DECEASED,UsamaBinladin
1481372236,OcsSUWGtgHoXDpve,SURVIVED,The_BoosBG
1481372739,aqJFgfuonmBStaFD,DECEASED,#|h4x|_Gyu_
1481373372,cFLhXwYtCDQvWOzt,DECEASED,#|h4x|_Gyu_
1481373509,CFlXPQqjTTPZguPs,DECEASED,SNEKIN
1481373685,iSWESeKUUCbtKxjm,DECEASED,AIrIs
1481374020,BXEPjjMtJcaRoUeZ,DECEASED,Yt_Alex_Yt
1481374497,gUvYXLaviPNPhDtI,DECEASED,#|h4x|_Gyu_
1481374676,nAOSmzRwOOjAZDwp,SURVIVED,(PL)Grzesiek007
1481374849,LLZXkQNoHXVjlUYr,DECEASED,Yt_Alex_Yt
1481374956,EZDZfmfKqyvbsdlG,DECEASED,(PL)Grzesiek007
1481375292,HfcWHIjzEVzjdOBp,DECEASED,#|h4x|_Gyu_
1481375619,aOqxVWQwLqyBAvrr,DECEASED,Eslam.Mohamed10055
1481376222,bOAAsHQvIDDuHEnK,DECEASED,(PL)Grzesiek007
1481376364,UTxOabtRxeKmLKnL,DECEASED,(PL)Grzesiek007
1481376461,lValsdNtOGPiZjIZ,DECEASED,SzaSzlyk1337
1481377013,caXLuVsCCPfocryM,DECEASED,JULIALINDAMAIS
1481377304,VzhIEqByuELLKxae,DECEASED,Spanish
1481377947,rQjtXHNfMsIxcJIe,DECEASED,(PL)Grzesiek007
1481378142,dlMQDGNHZxUBeoMt,DECEASED,ObeisantDhow27
1481378298,IRMreyPMkPAmCpvu,DECEASED,The_BoosBG
1481378672,ikhcxfbMPJKmUEPb,DECEASED,The_BoosBG
1481378817,RmmMMVEiyzFGpmrb,DECEASED,The_BoosBG
1481379733,tEhDoACUmrEMFZJU,SURVIVED,worldones
1481380008,XhPlrgFHsWwuyaTn,DECEASED,KRUTAISLVSPELE
1481380144,MogEaxTmTFkORVSF,DECEASED,The_BoosBG
1481380264,bCGfcENcMDNMaPbS,DECEASED,KRUTAISLVSPELE
1481381055,RveLInfIRdIykxDL,DECEASED,{AGZ}Sr.PandaCraft
1481381199,oUrWfzPnbkPiobOd,DECEASED,UttermostMayor81
1481381473,lVQpFJpiueybTyNU,DECEASED,ilvars12
1481381890,iddBVgwpuJozZain,DECEASED,CurvySpine98
1481382388,kyzyYipAAmHwJxQc,DECEASED,AheadHamburger26
1481382677,UtSZWdjYYoLsSgru,DECEASED,Fozal
1481382889,JLBFddPYoroRAyqU,DECEASED,NICJ
1481383816,vHOaBesPnYpmwEBB,SURVIVED,"""Q"""
1481384705,fFWPVJlTOxSDhdBA,SURVIVED,SceraM
1481385161,OhCFtzZZNMZVUTOE,DECEASED,ivailo
1481385641,xcSyXwnqbXKFOaHx,DECEASED,gamefromgeorgia
1481385760,iUmlyxxnzexnBDMC,DECEASED,gamefromgeorgia
1481386245,XWyOoSzgzjSVCdiX,DECEASED,SNEKIN
1481386383,SuDDMpoAXmTthYDs,SURVIVED,SNEKIN
1481387293,XfrdQAPcSlCROjIj,SURVIVED,Hafensaenger
1481388146,CNQfRBfKhewQNLnN,SURVIVED,ThirstyOcean81
1481388845,uSsWtwQozeWrCfYS,DECEASED,smoug12
1481389041,dvNOQmeCHBtzFAAx,DECEASED,worldones
1481390255,HxsdEhaVjzpbiFZk,SURVIVED,{AGZ}Sr.PandaCraft
1481390538,jpLAlreSkcWZZTKo,DECEASED,worldones
1481390632,UVWyIWnubxepmnvY,DECEASED,PossibleEasel92
1481391001,iSJWBuYmCEgckOom,DECEASED,Master9000
1481391673,RbSyQMHzGEZUpjSl,SURVIVED,SafeOyster89
1481391908,NuyFgulKFVeSGGiR,DECEASED,GratisAlder90
1481392202,sHXWevMiyAYCtOUc,DECEASED,worldones
1481392325,WuyhzrZuIciPUQQs,DECEASED,worldones
1481392809,dWRpeJFgBVKEEpSd,DECEASED,Profo250
1481392913,qLMypcUpyMTcJQMf,DECEASED,Master9000
1481393818,pMcLckSiQvoYvRTg,DECEASED,UnequaledChair54
1481394472,QFPGnZeWyePPOelY,SURVIVED,daneytor
1481395404,iwIltkVtQUdapAoL,SURVIVED,David82#eX
1481395625,ZZktXtNCaEScFcVr,DECEASED,David82#eX
1481395748,ifSmWBdvxpDDzKIb,DECEASED,Takashi
1481396069,ecFZoCKLJIKsgujH,DECEASED,VoraciousAir53
1481396711,zqniRCOshTUhGaCY,DECEASED,FaM|PrincesaD82|Ex
1481397179,ukAucUYgJTddWAqi,DECEASED,**DRIFT_KING**
1481397301,kIXuDqNJdKJCfqxk,DECEASED,RTASDCXFGBNHGF
1481397585,bcWajiXQmMhBxpTz,DECEASED,UnequaledChair54
1481398482,byaxxspiYCrnfYIu,SURVIVED,worldones
1481398890,idpSyEScFsgidHkw,DECEASED,UnequaledChair54
1481399111,GmPWcSdiXblcarFO,DECEASED,**DRIFT_KING**
1481399367,mpGyneBLOBpwisbN,DECEASED,Konstax2
1481399987,evYEFoQhDpoWZzNY,DECEASED,**DRIFT_KING**
1481400132,NFqWeZetejconiCS,DECEASED,linkam1212
1481400665,KXQgXMNpTqwwdeQd,DECEASED,David82#eX
1481400998,AoxKqsLiQJgxZCZP,DECEASED,**DRIFT_KING**
1481401154,FEaBZNbPPItsUkTL,DECEASED,**DRIFT_KING**
1481401341,MsunHOrdTrdqOATI,DECEASED,Konstax2
1481401459,FrQzzqEZxMDorFCu,DECEASED,Konstax2
1481401990,IyTROUotRywqRTXK,DECEASED,SedateFather30
1481402130,tUyjoofoNNSWygED,DECEASED,piloto_terrorista
1481402227,uQvBzHpyydQrtFsN,SURVIVED,SedateFather30
1481402571,tMjrwrQmtkDnBGkp,DECEASED,SedateFather30
1481403157,nBIgIKWyVZDQIyZb,DECEASED,TheWolfKing
1481403463,gPfdonLGqwGAYKWW,DECEASED,LumpySeal9
1481404030,FMMWVigjpRLThvee,DECEASED,LumpySeal9
1481404259,wLfEKScPVBxEDAbD,DECEASED,SedateFather30
1481404995,WEJANDWxdPpYvrWg,DECEASED,SedateFather30
1481405838,PbdJagCHnlglwciB,SURVIVED,skylozbr
1481406299,IvexevGzHAbqvZhd,DECEASED,daneytor
1481407119,dzwOcCGfWewDMyor,SURVIVED,skylozbr
1481407545,iOWRQymduHLioMFy,DECEASED,PAPA
1481407702,IcLXPTmNJGbgVWtC,SURVIVED,skylozbr
1481407867,npVjmOeqhMEGeBiI,DECEASED,UnequaledChair54
1481408020,wGYKvYWusAViErBG,DECEASED,PAPA
1481408219,aeOzakUEICvLTSmK,DECEASED,daneytor
1481408514,qVtKlPVMWtpncVSx,DECEASED,skylozbr
1481408734,TrHSRhdbqAaDDolb,DECEASED,HappySnake14
1481409009,WsvMCIqocSNzpFqu,DECEASED,skyloz_TM
1481409238,FkMJNtwsgIwuXFLp,DECEASED,skylozbr
1481409398,XEWLxdAlistTzJZp,SURVIVED,MarvelousGaur67
1481409577,knUgmyHmhygxhGNV,DECEASED,HappySnake14
1481410363,QQzDmgAPUpNGkrBo,DECEASED,UnequaledChair54
1481410782,BppjxggiSjOkPvMU,DECEASED,Spanish
1481411564,SorpRttOXFITGWFH,DECEASED,AntonioElRisas
1481411863,hcKnfflhcVxxrPIX,DECEASED,WomanlyBassoon35
1481412226,kFAFSAEnxzgknevu,DECEASED,HappySnake14
1481412404,GYtMljFrkZORHFPI,DECEASED,HurriedClavier45
1481412523,jldVzwfhufNLMWcL,SURVIVED,daneytor
1481412768,VlDIHTdSQqIxcuif,DECEASED,MarvelousGaur67
1481412991,TgQEryJuSUZqQgCH,DECEASED,AntonioElRisas
1481413320,EGBuADSAZwVCWBmu,DECEASED,HappySnake14
1481413601,wcayBtPNtqeCeUym,DECEASED,UnequaledChair54
1481413875,OkeqiMmzygfQmmSM,DECEASED,HappySnake14
1481414173,zOjIvCiuwLgngBcp,DECEASED,HappySnake14
1481414362,hQOXaKoTfUsEoOZv,SURVIVED,JULIALINDAMAIS
1481414548,kXAUgNsKOgytsoPe,DECEASED,{AGZ}Sr.PandaCraft
1481414716,dsNhnxaZgkJODSTW,DECEASED,Spanish
1481415353,qfvHVzsSRStgWPpR,DECEASED,Falsetto69
1481415466,HHgZgEwnvHlBrNFP,DECEASED,RareCandelabra96
1481415606,CPaCYsWZzGACFTbA,SURVIVED,Spanish
1481415734,lAxAxHAZHZQYRXYb,DECEASED,Spanish
1481416166,sXFwdzbSRIBEhhcx,DECEASED,{AGZ}Sr.PandaCraft
1481416660,SRIqKcoFRXriiBIt,DECEASED,Spanish
1481417147,XAzehXJxMKiepNfY,DECEASED,JULIALINDAMAIS
1481417412,sMIAbxtKDrvFuPmr,DECEASED,{AGZ}Sr.PandaCraft
1481418320,zXhJdDmcKORUDncM,DECEASED,Spanish
1481418806,AqdrhUTpjPoqgSlZ,DECEASED,AntonioElRisas
1481419277,KjjFjgMOUyHiIbkX,DECEASED,Shadow
1481419752,DaHoUOetlczVztjT,DECEASED,AntonioElRisas
1481420010,EPYVdtHKWDeeHbTo,DECEASED,Spanish
1481420374,dZgrPkEtlZQnpPyI,DECEASED,AntonioElRisas
1481420585,AWlLofOyGwHHpavz,DECEASED,#Martin
1481421007,usMNGnmsozXUDeHU,DECEASED,HappySnake14
1481421298,nRwqPAspPsSORnRf,DECEASED,Spanish
1481421980,wZAwVStkPIbbMpwc,DECEASED,#Martin
1481422232,KzuabUncOgeGkkZp,DECEASED,HurriedClavier45
1481422613,gRDWdCkwFUmLwvXV,DECEASED,TangyCougar37
1481423055,tmoyUIGScLBPaiJA,DECEASED,HappySnake14
1481423673,cqphbtdELWbiRBLv,DECEASED,TangyCougar37
1481424458,AlLoujpTuoLLFrOj,DECEASED,HappySnake14
1481425306,vmgqHwCzSbrAnUcm,SURVIVED,Shadow
1481426221,tPVCixxxMXRUTfIU,DECEASED,HappySnake14
1481426454,wCZFdmUncJduyxEf,SURVIVED,[ADAI]MIKO
1481427154,lPXklZwpYBdYpIkD,DECEASED,SWAT2
1481428370,AquxtaylByuzbDhw,SURVIVED,power
1481428764,CpGhAnvDjyxwvmLL,DECEASED,GlisteningIcecream36
1481429527,QmFnleGDhXUGgFqA,DECEASED,Feralman
1481429730,tCEICRgJIMiINELd,DECEASED,FaM|PrincesaD82|Ex
1481429912,jvfWhGFdsaowqhNV,DECEASED,FaM|PrincesaD82|Ex
1481430270,qlNwntaspvwgeoVY,DECEASED,DAVI.BR
1481430538,kcHdqIadxObOCcDw,DECEASED,xwarriorx
1481430650,DDRIgIRJybVQByeT,DECEASED,tito
1481430895,xGOKQukpdIRCOAhh,DECEASED,Minecrafter00014
1481431069,gIJiNOjAAhvHNZbE,DECEASED,Feralman
1481431603,SAncIWaRJsTFETfG,DECEASED,xMassFsN
1481431711,XvoEWfeqwxISNMGl,DECEASED,(DB)Jeff
1481431821,DhaEGKbfPHaUJkJR,DECEASED,FaM|PrincesaD82|Ex
1481431996,MAdMwoOoMlmNxrZQ,DECEASED,FaM|PrincesaD82|Ex
1481432178,ypPvcNKMrCXDdHNb,DECEASED,(DB)Jeff
1481433049,wnrxRwzyJnQTHkCA,DECEASED,xMassFsN
1481433176,eWQDonVicnxqtxmg,SURVIVED,xwarriorx
1481433259,IrTTXQytpFHGvxIy,DECEASED,Inferno
1481433861,kJZeXfjTislTAeZZ,DECEASED,SamCruz0511
1481434418,jPAdgERZhMbibpzn,DECEASED,yostin
1481434725,jKQdTBxBYqqWeoKB,DECEASED,SamCruz0511
1481435424,xYMQyiWGQiFlMvzE,DECEASED,Lince
1481436274,ZkbSjYWuIDVsNJYF,DECEASED,thedraksidegamer
1481436504,KXOawmdKBWrgLxxs,DECEASED,P4N4D3R0
1481436564,iuAvYpxIonfzoaro,SURVIVED,yostin
1481437465,oeKnTnCCcZxZNJlm,SURVIVED,P4N4D3R0
1481438019,vUPbsyNonorNYhVp,SURVIVED,P4N4D3R0
1481439180,WFigEYOzucNsUFhY,SURVIVED,Lucas.R
1481439813,VZECUnwMemdGWxZr,DECEASED,Inferno
1481440481,qlWZVeHWvpzvaaPc,DECEASED,[W]HarleyQuinn
1481440961,ZTUBVcBzOQqqLcwi,SURVIVED,[W]HarleyQuinn
1481441730,aUZvLpFhodBgzPXX,DECEASED,Nikolaykz
1481441899,YwZbUgVvqIYysMbC,DECEASED,[W]HarleyQuinn
1481442043,gsRSGFgbfXeutqVD,SURVIVED,[W]HarleyQuinn
1481442428,EstShUZSLqPkpVdu,DECEASED,UnbecomingKudu20
1481442579,RntIeJYAnHMagfHn,DECEASED,UnbecomingKudu20
1481443482,lsMEAldRtwzfPWXB,DECEASED,EmptyArmadillo63
1481443649,dzaVLpJlpcuNmpIf,SURVIVED,LivelyWarlord43
1481443884,gYkkqtJImGIyEiIG,DECEASED,|EoL|#A$e$ino^~
1481444479,WBnqFxBlAXrxBGuA,DECEASED,Nikolaykz
1481444706,VPOCXIMEAErUXjjA,DECEASED,eS|AK@$H
1481445597,yxzRSZHjAxBRqzlG,SURVIVED,ichurok
1481446524,ELlmTmCjrxCmbENd,DECEASED,SzaSzlyk1337
1481447436,DTVdYojwevfeFnGj,SURVIVED,MayB3GoD
1481447945,DXwkmpAVEmaTzFGK,DECEASED,MayB3GoD
1481448141,BekJIFqCtCTlSqFU,DECEASED,PsychoFurkan
1481448362,lYQJNaNcQUKYggRA,SURVIVED,eS|AK@$H
1481449210,HTrRUwiETFJcCWvE,SURVIVED,PsychoFurkan
1481449861,beHkflxDoACOOEIx,DECEASED,eS|AK@$H
1481450097,aViljINPzGryWWHB,DECEASED,ichurok
1481450244,hEZtOCQEvDLwzgiN,DECEASED,eS|AK@$H
1481451112,cgVjdqlHbSCgyvyJ,SURVIVED,gugal
1481451989,RTVALrNhtdyUWUjc,DECEASED,SedateFather30
1481452308,BwjYOgdmahjdDngk,DECEASED,PunyTarsier82
1481452770,KwAUEbiEJqmvfloz,SURVIVED,ThinkableConductor65
1481454126,vjvYdveqZyluvMzG,SURVIVED,worldones
1481455014,cpopSVEKHgsnujGV,SURVIVED,MIB|DokTor
1481455436,yzDbjemoAmpGvivN,DECEASED,COCADDICT
1481456326,nxJnoPEFKKBCKZNT,SURVIVED,CallousVegetables52
1481457266,BoLHzTtZLToivaRj,SURVIVED,AbackMechanic69
1481458149,BPewypgElOUVRbni,SURVIVED,ObnoxiousLily83
1481459100,HnyoEDWfqbfPvHqY,SURVIVED,CaringMercury05
1481459258,FvfiReCcTLByYmNk,SURVIVED,ThinkableThrone82
1481459640,ePcbIjvoWsfjIaLa,DECEASED,uhm
1481460104,zEMKKcfBDRGsDRdm,DECEASED,Frank
1481461022,npLvzsYqBlJtvEkQ,DECEASED,uhm
1481461194,xQAdscSxGNoDUqzc,DECEASED,MellowSpecialist98
1481461489,hOhJxOUtuGpHarMI,DECEASED,No_OnE_CaN
1481461687,eGlsQeUmCqqziMTU,DECEASED,[Y.A.D]promaster
1481461992,YymbVAiLBMJwnoaz,DECEASED,NGN|JonhRaymond
1481462114,bpKYPNoxQdmuPvcT,DECEASED,Spanish
1481462743,VdbiMJmcSOhUuzUw,DECEASED,Spanish
1481463080,VHnVqvZdUUYMRiHq,DECEASED,TERON
1481463399,mzAlLcyoHnnBwKFE,DECEASED,MIB|DokTor
1481463634,LNwPMHblZVtYOeLL,DECEASED,NGN|JonhRaymond
1481464003,wxYUYCAMbMtCmEuj,DECEASED,SWAT2
1481464270,sTrWOoZYEnuFKuBa,DECEASED,MellowSpecialist98
1481464509,VZkgiuIwuHkFHAaB,DECEASED,KnownGokart62
1481464569,fXTeetoEvtHUszhT,DECEASED,SWAT2
1481464877,UfoYyFinWenAHOyC,DECEASED,NGN|JonhRaymond
1481465222,gIDQEgPQjqsieZQI,DECEASED,aaaaa
1481465733,gmpkkbwglUyCzdEd,DECEASED,smoug12
1481466080,aAyLVZyttVIqBxsU,DECEASED,MellowSpecialist98
1481466541,hThJBeUleyXeAKhP,DECEASED,KnownGokart62
1481466846,cUqquLWjWPKHtkKc,DECEASED,MellowSpecialist98
1481467717,IBrLajpRnIGKldsc,DECEASED,[P.E.K.K.A]MUTED
1481468299,HhbGfdfYFrGxujqd,DECEASED,AlphaStarting
1481468446,mmaZTEafbwYWsNnq,DECEASED,SrEmilly
1481469301,uWDUitIAMjKnipTZ,DECEASED,SrEmilly
1481469551,KGxEoHiwHjtplrWM,DECEASED,[P.E.K.K.A]
1481470031,ogfYgGPCjJpoqdSY,DECEASED,BlushingKnives22
1481470614,wXZehfdFLUUXlCnU,DECEASED,UnbecomingKudu20
1481471242,eDhRnPtUJkzaZcIH,DECEASED,The_BoosBG
1481471828,PLpdwqQvEYZdLcod,DECEASED,carsonchan3250
1481472465,OsQsLsdlTYaCdCqZ,DECEASED,ThinkableThrone82
1481472831,iuSmkhvervCTWqsU,DECEASED,WomanlyBassoon35
1481473154,yybAmZPkXRrNqQWf,DECEASED,[Y.A.D]promaster
1481473278,HUPozDSceJtzoLxo,DECEASED,UltraHaumea91
1481474190,gFZqWFekJBvhsGwt,SURVIVED,carsonchan3250
1481474481,QDiSVwVuHpaSkgea,DECEASED,DrunkRollbook64
1481474840,PNbNntcSEUyDKBCI,DECEASED,#|h4x|_Gyu_
1481475050,PTTRXIFQfMZOiaWP,DECEASED,[P.E.K.K.A]
1481475975,nZEVgDwOnoqLsmMZ,SURVIVED,carsonchan3250
1481476215,AlXbJxNWBUYmroic,DECEASED,NUB
1481476334,ztHJlKZUiMpWfKQc,DECEASED,KILLER123
1481476970,kDGnGILVRokzCcYT,DECEASED,#|h4x|_Gyu_
1481477891,RtczLtCUINgdCRjy,SURVIVED,R1-one
1481478064,YlAlGtWxctjabZpe,DECEASED,UttermostMayor81
1481478354,hJfPTTenrTDgDlcj,DECEASED,Angel123
